3.602161705493927002e-01,2.294106483459472656e-01,2.453514039516448975e-01,0.000000000000000000e+00,2.725075185298919678e-01,1.517805457115173340e-01,5.296761989593505859e-01,7.398917078971862793e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.919140636920928955e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.710912227630615234e-01,0.000000000000000000e+00,1.718256324529647827e-01,0.000000000000000000e+00,4.976852983236312866e-02,6.972612440586090088e-02,6.699947714805603027e-01,0.000000000000000000e+00,5.277596116065979004e-01,5.262506008148193359e-01,1.798393875360488892e-01,0.000000000000000000e+00,1.586583554744720459e-01,1.136115193367004395e-01,3.676422238349914551e-01,2.831445038318634033e-01,4.241614937782287598e-01
1.764525771141052246e-01,3.242718875408172607e-01,3.099596798419952393e-01,0.000000000000000000e+00,2.310983985662460327e-01,1.686474084854125977e-01,7.383525371551513672e-01,6.821843385696411133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.697673559188842773e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.924380242824554443e-01,0.000000000000000000e+00,2.854183018207550049e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.771681427955627441e-01,0.000000000000000000e+00,4.484852850437164307e-01,4.719113707542419434e-01,1.493690311908721924e-01,0.000000000000000000e+00,1.854879260063171387e-01,1.836819946765899658e-01,3.667246699333190918e-01,3.320249319076538086e-01,5.282664299011230469e-01
3.217673897743225098e-01,1.998717784881591797e-01,2.878654301166534424e-01,0.000000000000000000e+00,1.715422570705413818e-01,1.786354184150695801e-01,6.559565067291259766e-01,6.237553358078002930e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.824037253856658936e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.914158403873443604e-01,0.000000000000000000e+00,2.188704460859298706e-01,0.000000000000000000e+00,2.002593129873275757e-03,4.815513268113136292e-02,5.880421996116638184e-01,0.000000000000000000e+00,4.508427977561950684e-01,5.909311771392822266e-01,1.812875419855117798e-01,0.000000000000000000e+00,1.350986659526824951e-01,1.038849428296089172e-01,3.878687024116516113e-01,3.663887381553649902e-01,5.573153495788574219e-01
2.882211506366729736e-01,1.205821633338928223e-01,1.923385858535766602e-01,0.000000000000000000e+00,1.168921887874603271e-01,1.671188026666641235e-01,6.237539052963256836e-01,4.974054396152496338e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.791729152202606201e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.367766737937927246e-01,0.000000000000000000e+00,1.681466400623321533e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.863725304603576660e-01,0.000000000000000000e+00,3.076504766941070557e-01,5.331933498382568359e-01,8.405627310276031494e-02,1.686259359121322632e-02,6.056809052824974060e-02,1.052286326885223389e-01,3.228805661201477051e-01,3.219161629676818848e-01,5.443075299263000488e-01
2.540103495121002197e-01,1.198014467954635620e-01,1.256667375564575195e-01,0.000000000000000000e+00,5.049024522304534912e-02,9.913528710603713989e-02,4.666821062564849854e-01,3.606444001197814941e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.954924046993255615e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.771141529083251953e-01,0.000000000000000000e+00,1.143276840448379517e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.365372329950332642e-02,4.564809203147888184e-01,0.000000000000000000e+00,2.464771568775177002e-01,4.218718707561492920e-01,7.671691477298736572e-02,0.000000000000000000e+00,8.036912977695465088e-02,7.856685668230056763e-02,2.412271648645401001e-01,1.483605802059173584e-01,4.050097763538360596e-01
2.197321206331253052e-01,1.820844560861587524e-01,1.896899044513702393e-01,0.000000000000000000e+00,8.911460638046264648e-02,1.973325312137603760e-01,6.387503147125244141e-01,4.690751731395721436e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.941123127937316895e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.643818259239196777e-01,0.000000000000000000e+00,2.332354336977005005e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.750540256500244141e-01,0.000000000000000000e+00,3.730941414833068848e-01,4.233586788177490234e-01,2.205929905176162720e-01,0.000000000000000000e+00,1.890038847923278809e-01,1.289760172367095947e-01,3.455473780632019043e-01,2.698346376419067383e-01,4.482136666774749756e-01
1.641609072685241699e+00,7.865471243858337402e-01,1.306149840354919434e+00,0.000000000000000000e+00,8.710284829139709473e-01,1.964271813631057739e-01,1.913165092468261719e+00,2.553441762924194336e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.524343252182006836e+00,1.334347128868103027e-01,0.000000000000000000e+00,8.481934666633605957e-01,0.000000000000000000e+00,4.037235379219055176e-01,0.000000000000000000e+00,7.109381258487701416e-02,0.000000000000000000e+00,1.834841728210449219e+00,0.000000000000000000e+00,2.017708778381347656e+00,1.690370559692382812e+00,5.638741254806518555e-01,0.000000000000000000e+00,3.148469328880310059e-01,0.000000000000000000e+00,1.351000189781188965e+00,1.477837920188903809e+00,1.630726218223571777e+00
1.391924470663070679e-01,1.059943661093711853e-01,4.808700084686279297e-02,0.000000000000000000e+00,8.123978972434997559e-02,1.012947261333465576e-01,1.920923441648483276e-01,1.737584769725799561e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.643922269344329834e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.424329876899719238e-01,0.000000000000000000e+00,6.171354278922080994e-02,0.000000000000000000e+00,4.100640863180160522e-02,1.573536843061447144e-01,3.757835626602172852e-01,0.000000000000000000e+00,1.915496587753295898e-01,3.462316095829010010e-01,3.058164939284324646e-02,0.000000000000000000e+00,1.465781629085540771e-01,1.896261125802993774e-01,1.944068670272827148e-01,7.921379059553146362e-02,1.630308032035827637e-01
1.787988066673278809e+00,3.189813494682312012e-01,1.072977900505065918e+00,0.000000000000000000e+00,5.578677654266357422e-01,1.275687515735626221e-01,1.572285771369934082e+00,2.233414173126220703e+00,0.000000000000000000e+00,1.211846470832824707e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.300259351730346680e-01,6.988608837127685547e-02,0.000000000000000000e+00,3.124299943447113037e-01,0.000000000000000000e+00,2.696534693241119385e-01,0.000000000000000000e+00,7.250463366508483887e-01,0.000000000000000000e+00,2.085300207138061523e+00,0.000000000000000000e+00,1.830182075500488281e+00,1.787786126136779785e+00,4.058089852333068848e-01,0.000000000000000000e+00,7.677677869796752930e-01,0.000000000000000000e+00,1.086446404457092285e+00,6.319640874862670898e-01,1.089360594749450684e+00
3.973544538021087646e-01,2.313833832740783691e-01,2.575319707393646240e-01,0.000000000000000000e+00,2.398630827665328979e-01,1.830348521471023560e-01,4.463661313056945801e-01,6.451861858367919922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.227159619331359863e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.499056369066238403e-01,0.000000000000000000e+00,1.674547046422958374e-01,0.000000000000000000e+00,1.394036859273910522e-01,1.142786964774131775e-01,6.752806901931762695e-01,0.000000000000000000e+00,5.262789130210876465e-01,5.719372034072875977e-01,1.606150120496749878e-01,0.000000000000000000e+00,2.150822579860687256e-01,7.755976170301437378e-02,3.061029911041259766e-01,2.724578380584716797e-01,3.604459166526794434e-01
